"","Id","SalePrice"
"1",1461,215728.493966667
"2",1462,284815.167633334
"3",1463,213090.599733333
"4",1464,143739.197966667
"5",1465,139786.250833333
"6",1466,135685.470933333
"7",1467,304040.2069
"8",1468,103302.711633333
"9",1469,158768.959166667
"10",1470,282515.309833333
"11",1471,290916.760233333
"12",1472,160273.886866667
"13",1473,157606.941733333
"14",1474,136400.695566667
"15",1475,151024.103133333
"16",1476,139363.9096
"17",1477,249430.065119048
"18",1478,164768.3061
"19",1479,357382.0757
"20",1480,123024.203633333
"21",1481,171638.066966667
"22",1482,244207.3003
"23",1483,221642.109666667
"24",1484,191496.2634
"25",1485,127355.233733333
"26",1486,130307.1739
"27",1487,156131.001555556
"28",1488,90020.0557666667
"29",1489,179578.810633333
"30",1490,165328.608533333
"31",1491,259038.0287
"32",1492,125864.4983
"33",1493,179841.9549
"34",1494,163839.033466667
"35",1495,169730.566766667
"36",1496,132749.681333333
"37",1497,156686.0101
"38",1498,302300.7384
"39",1499,174105.318833333
"40",1500,102623.879266667
"41",1501,168690.7315
"42",1502,148313.818033333
"43",1503,197874.0374
"44",1504,193996.2151
"45",1505,116309.743233333
"46",1506,245088.548933333
"47",1507,152641.243866667
"48",1508,172035.6447
"49",1509,166772.273633333
"50",1510,229535.3442
"51",1511,125617.3642
"52",1512,194499.5913
"53",1513,255427.303333333
"54",1514,208590.327066667
"55",1515,396471.233366666
"56",1516,191172.867666667
"57",1517,263134.637933333
"58",1518,199121.854233333
"59",1519,146185.704388889
"60",1520,272431.5699
"61",1521,285936.5694
"62",1522,125944.053366667
"63",1523,295522.6188
"64",1524,152882.013933333
"65",1525,120733.8523
"66",1526,108909.812133333
"67",1527,147975.3502
"68",1528,232008.001866667
"69",1529,215828.6008
"70",1530,202904.9338
"71",1531,163718.8731
"72",1532,277061.247433333
"73",1533,191600.748333333
"74",1534,184102.45484446
"75",1535,130499.2882
"76",1536,222506.0498
"77",1537,200655.249933333
"78",1538,100320.211066667
"79",1539,236006.938466667
"80",1540,183160.525633333
"81",1541,147273.765833333
"82",1542,271561.795933333
"83",1543,162524.336366667
"84",1544,207677.190333333
"85",1545,106405.31032381
"86",1546,376363.142
"87",1547,184718.258933333
"88",1548,216774.384566667
"89",1549,176751.5341
"90",1550,259123.617966667
"91",1551,161014.573700577
"92",1552,247582.574233333
"93",1553,228224.141466667
"94",1554,293559.169033333
"95",1555,259862.135666667
"96",1556,134573.1489
"97",1557,121733.222433333
"98",1558,179416.0408
"99",1559,184521.389104762
"100",1560,352089.356666667
"101",1561,273734.060466667
"102",1562,130931.176833333
"103",1563,138401.594566667
"104",1564,210256.5697
"105",1565,184989.254
"106",1566,174468.198114286
"107",1567,205948.413885714
"108",1568,136695.4305
"109",1569,145291.211333333
"110",1570,129985.506666667
"111",1571,254879.7127
"112",1572,137331.155566667
"113",1573,127453.6869
"114",1574,232284.7518
"115",1575,177036.733033333
"116",1576,168078.455833333
"117",1577,138818.969266667
"118",1578,210024.1596
"119",1579,207546.7092
"120",1580,96919.5813666667
"121",1581,212980.5704
"122",1582,202038.755233333
"123",1583,209754.9292
"124",1584,129882.803666667
"125",1585,181606.3012
"126",1586,141118.998
"127",1587,142201.7878
"128",1588,217712.0228
"129",1589,133868.252333333
"130",1590,196374.406733333
"131",1591,181241.532366667
"132",1592,126514.9268
"133",1593,204066.868566667
"134",1594,107629.3439
"135",1595,139578.714666667
"136",1596,459325.6028
"137",1597,123290.365633333
"138",1598,133816.9337
"139",1599,195717.7327
"140",1600,158534.194533333
"141",1601,218745.400233333
"142",1602,191782.888966667
"143",1603,174291.676833333
"144",1604,154043.683066667
"145",1605,129919.752
"146",1606,181988.454771428
"147",1607,192561.651266667
"148",1608,148817.696666667
"149",1609,403352.0737
"150",1610,172854.64437619
"151",1611,154049.544866667
"152",1612,175788.208633333
"153",1613,138407.817466667
"154",1614,117614.0174
"155",1615,138440.018233333
"156",1616,165768.2906
"157",1617,149487.3684
"158",1618,171441.4977
"159",1619,190349.442333333
"160",1620,119725.581466667
"161",1621,150963.6565
"162",1622,137378.521333333
"163",1623,571786.038133333
"164",1624,291285.684233333
"165",1625,128439.1832
"166",1626,104748.561333333
"167",1627,61281.0993
"168",1628,191699.119366667
"169",1629,195807.327333333
"170",1630,236137.7775
"171",1631,148618.478933333
"172",1632,131397.217233333
"173",1633,114266.380333333
"174",1634,195604.318533333
"175",1635,156258.607633333
"176",1636,138099.266066667
"177",1637,176908.9152
"178",1638,116607.669033333
"179",1639,344919.5947
"180",1640,192851.962733333
"181",1641,404212.3997
"182",1642,120150.418333333
"183",1643,199457.8038
"184",1644,262164.237733333
"185",1645,138277.3599
"186",1646,244714.178
"187",1647,149084.385814863
"188",1648,223029.210866667
"189",1649,210202.013333333
"190",1650,149894.6669
"191",1651,128314.391433333
"192",1652,93397.9535333333
"193",1653,115530.507866667
"194",1654,145127.448566667
"195",1655,139513.135666667
"196",1656,160561.395266667
"197",1657,240400.898504762
"198",1658,139526.706666667
"199",1659,279547.766366667
"200",1660,324475.713933333
"201",1661,184102.45484446
"202",1662,346329.982866667
"203",1663,107067.377466667
"204",1664,162940.001933333
"205",1665,128065.358233333
"206",1666,165242.938133333
"207",1667,143717.338722222
"208",1668,343570.1618
"209",1669,119225.6183
"210",1670,178823.890766667
"211",1671,321067.280666667
"212",1672,198074.418833333
"213",1673,201659.387033333
"214",1674,210420.8269
"215",1675,238137.373033333
"216",1676,154926.2943
"217",1677,171564.618666667
"218",1678,130743.836766667
"219",1679,271391.312633333
"220",1680,232260.526366667
"221",1681,174744.524566667
"222",1682,205514.431304762
"223",1683,161147.945466667
"224",1684,251634.206166667
"225",1685,121054.810433333
"226",1686,207993.901704762
"227",1687,173659.6468
"228",1688,99346.0726333334
"229",1689,170030.946033333
"230",1690,195843.888
"231",1691,272415.4176
"232",1692,226468.921466667
"233",1693,316320.079466666
"234",1694,200574.197866667
"235",1695,330069.568233333
"236",1696,227494.758833333
"237",1697,281397.025166667
"238",1698,199723.271566667
"239",1699,151702.2772
"240",1700,420665.731966667
"241",1701,118702.5036
"242",1702,244892.120433333
"243",1703,141029.226
"244",1704,237928.930966667
"245",1705,112566.343157143
"246",1706,185686.967166667
"247",1707,220006.979233333
"248",1708,154220.584366667
"249",1709,114030.934
"250",1710,124513.5829
"251",1711,110623.697266667
"252",1712,126219.158
"253",1713,302194.568066667
"254",1714,245997.061419048
"255",1715,159140.316233333
"256",1716,137424.312633333
"257",1717,95197.5604666667
"258",1718,133227.039866667
"259",1719,125011.4854
"260",1720,157579.2351
"261",1721,189937.769833333
"262",1722,198434.889166667
"263",1723,131673.945933333
"264",1724,187454.767333333
"265",1725,148078.339233333
"266",1726,159831.106666667
"267",1727,166786.1517
"268",1728,151686.893466667
"269",1729,160319.5841
"270",1730,231372.708966667
"271",1731,111218.1276
"272",1732,109273.517
"273",1733,342607.674133333
"274",1734,179861.079933333
"275",1735,131701.534933333
"276",1736,154125.843466667
"277",1737,140139.040333333
"278",1738,487476.143166667
"279",1739,128917.6205
"280",1740,155927.315822222
"281",1741,103863.7323
"282",1742,249467.4752
"283",1743,149606.624033333
"284",1744,187208.463533333
"285",1745,149108.3402
"286",1746,298959.325766667
"287",1747,190310.315466667
"288",1748,253245.006466667
"289",1749,244770.392966667
"290",1750,118229.827666667
"291",1751,205934.6059
"292",1752,225971.065366667
"293",1753,224905.023066667
"294",1754,180085.232633333
"295",1755,135579.3045
"296",1756,129224.902433333
"297",1757,144430.012033333
"298",1758,194753.0404
"299",1759,296469.6606
"300",1760,95808.4390333334
"301",1761,177963.789633333
"302",1762,119072.8925
"303",1763,139268.500666667
"304",1764,122061.439166667
"305",1765,114075.6613
"306",1766,133505.718866667
"307",1767,193728.025966667
"308",1768,258447.963852381
"309",1769,135223.368933333
"310",1770,176949.999566667
"311",1771,105085.0031
"312",1772,220918.288533333
"313",1773,114712.8126
"314",1774,121703.348233333
"315",1775,140651.5281
"316",1776,129549.011533333
"317",1777,188560.4503
"318",1778,109502.4131
"319",1779,133298.950266667
"320",1780,242697.5181
"321",1781,326931.8104
"322",1782,329481.127066667
"323",1783,90971.8181333334
"324",1784,305479.187166667
"325",1785,112077.096433333
"326",1786,169919.207333333
"327",1787,167076.8425
"328",1788,208752.2455
"329",1789,161245.242966667
"330",1790,153206.753066667
"331",1791,135336.490766667
"332",1792,160453.7061
"333",1793,152232.3569
"334",1794,104757.945966667
"335",1795,274381.356733333
"336",1796,139100.726297403
"337",1797,224674.621333333
"338",1798,99346.0726333334
"339",1799,157914.60387619
"340",1800,153624.6635
"341",1801,177599.784933333
"342",1802,76947.6537
"343",1803,145534.838866667
"344",1804,187681.593333333
"345",1805,123725.0459
"346",1806,133862.457233333
"347",1807,137944.8944
"348",1808,117922.769533333
"349",1809,124821.4349
"350",1810,137896.256866667
"351",1811,126437.870733333
"352",1812,127844.863666667
"353",1813,160116.337033333
"354",1814,128400.264033333
"355",1815,209944.054433333
"356",1816,269699.796933333
"357",1817,209452.538733333
"358",1818,172704.571866667
"359",1819,186626.370666667
"360",1820,184518.8321
"361",1821,531993.319933333
"362",1822,137677.3297
"363",1823,157838.833366667
"364",1824,162127.527930736
