Id,SalePrice
1461,128193.5374
1462,152763.5397
1463,171097.2474
1464,185651.4531
1465,194353.310533333
1466,192087.537133333
1467,176176.3849
1468,171448.581066667
1469,198199.6291
1470,123557.099733333
1471,214442.2264
1472,106210.0029
1473,109236.4429
1474,143431.5621
1475,125577.873433333
1476,336407.263733333
1477,267190.8299
1478,315972.373966667
1479,277759.372833333
1480,408585.384733333
1481,302824.3992
1482,208603.944266667
1483,176913.170733333
1484,168590.2412
1485,180988.0839
1486,199933.943666667
1487,302323.574166667
1488,239433.853833333
1489,202932.070633333
1490,204634.558166667
1491,197327.231166667
1492,109050.524533333
1493,196597.372566667
1494,319248.076866667
1495,286750.934166667
1496,230978.2763
1497,175556.487766667
1498,154675.672255556
1499,153909.542922222
1500,160806.943266667
1501,169406.139966667
1502,155061.171466667
1503,286197.163233333
1504,236899.532066667
1505,211600.3392
1506,174284.5384
1507,242082.200733333
1508,185928.004733333
1509,161765.285866667
1510,145026.873
1511,142811.6851
1512,158518.729566667
1513,151461.511
1514,155384.269233333
1515,178287.812433333
1516,154797.975933333
1517,154699.7158
1518,130548.280833333
1519,237577.251066667
1520,134148.968733333
1521,136302.7434
1522,167100.789266667
1523,109812.5404
1524,121807.812766667
1525,128832.874952381
1526,129005.0676
1527,115561.393433333
1528,127932.406
1529,136538.604066667
1530,177346.567666667
1531,138648.591733333
1532,106301.771666667
1533,138020.883433333
1534,121188.397566667
1535,141604.2894
1536,119610.276333333
1537,111656.9259
1538,166308.063433333
1539,230280.473466667
1540,132058.614
1541,153046.8499
1542,131117.8345
1543,177283.983666667
1544,89556.9628857143
1545,107916.6749
1546,139713.388466667
1547,138764.9423
1548,126991.241933333
1549,123247.337833333
1550,135904.611166667
1551,120356.020366667
1552,153012.554766667
1553,153354.643733333
1554,112721.382433333
1555,159299.9622
1556,107081.965633333
1557,114438.284766667
1558,104757.535133333
1559,115809.615666667
1560,141957.325366667
1561,134606.026066667
1562,123938.0624
1563,123029.509866667
1564,157777.753066667
1565,156061.209966667
1566,253787.303333333
1567,84350.6445
1568,213715.189466667
1569,132306.644966667
1570,146894.3469
1571,132518.2398
1572,143230.728866667
1573,261953.982266667
1574,128873.9821
1575,236429.432666667
1576,234829.0001
1577,200411.515366667
1578,145992.447666667
1579,152956.844833333
1580,198879.706366667
1581,139650.2267
1582,129059.4284
1583,340175.582933333
1584,241099.561466667
1585,139116.867019048
1586,88030.8762666666
1587,119515.6077
1588,142149.381666667
1589,98278.0051666666
1590,135367.843933333
1591,103400.8487
1592,127384.355166667
1593,125112.886733333
1594,135441.350866667
1595,129971.0467
1596,201699.9754
1597,169343.5665
1598,196322.847933333
1599,212607.300509524
1600,190667.407433333
1601,75719.4644
1602,126964.233133333
1603,105187.126366667
1604,268284.155966667
1605,257357.316633333
1606,165149.165133333
1607,178239.050933333
1608,218137.790666667
1609,202803.393866667
1610,163572.131966667
1611,156432.9007
1612,168865.102366667
1613,174902.973166667
1614,124687.711933333
1615,95079.9936
1616,84139.0673333333
1617,100788.327066667
1618,126914.599266667
1619,139078.258366667
1620,186235.520766667
1621,152454.8423
1622,134922.237133333
1623,287764.2853
1624,196508.220633333
1625,133732.062385714
1626,174663.575533333
1627,189665.391533333
1628,282659.886866667
1629,175745.540933333
1630,316194.226133333
1631,220234.951733333
1632,242512.484333333
1633,174902.2449
1634,176469.914466667
1635,184874.426866667
1636,166754.271433333
1637,170298.8495
1638,204239.626133333
1639,184704.956966667
1640,244412.4455
1641,184968.192166667
1642,209252.967866667
1643,217997.215966667
1644,226121.145166667
1645,180490.705866667
1646,155851.1803
1647,162712.739833333
1648,129369.425066667
1649,135562.717366667
1650,124324.041333333
1651,123483.127433333
1652,105494.434466667
1653,103606.344266667
1654,152208.440566667
1655,157353.4253
1656,142606.317133333
1657,152246.6657
1658,141609.0454
1659,135701.459833333
1660,157340.270266667
1661,404668.862466667
1662,320419.2277
1663,360392.364666667
1664,390232.142633333
1665,312268.570333333
1666,352306.2153
1667,356672.886166667
1668,322277.029033333
1669,293718.666133334
1670,348111.6321
1671,256364.733433333
1672,432203.491833334
1673,300358.536266667
1674,271693.0338
1675,187788.102933333
1676,189340.413066667
1677,218803.6189
1678,391168.4497
1679,374317.197266667
1680,305304.357
1681,265116.005533333
1682,320126.524866667
1683,185909.027733333
1684,172932.348266667
1685,171646.199033333
1686,168342.772333333
1687,170046.6223
1688,186722.914433333
1689,191572.550133333
1690,182725.324333333
1691,177852.625166667
1692,178321.70695206
1693,172277.398366667
1694,182947.9042
1695,169727.507633333
1696,275634.264433333
1697,170988.0437
1698,341976.913333334
1699,329962.540733333
1700,237786.0182
1701,264297.640833333
1702,269950.6089
1703,271242.477866667
1704,310253.357
1705,239035.965266667
1706,386630.665066667
1707,178321.70695206
1708,210556.010533333
1709,297014.906
1710,233218.209033333
1711,268217.270066667
1712,253185.840466667
1713,266599.6701
1714,212362.467233333
1715,200641.138666667
1716,196762.6656
1717,182550.591433333
1718,128128.5887
1719,204462.383066667
1720,266725.7866
1721,187391.480466667
1722,123821.6128
1723,155543.050866667
1724,209267.743233333
1725,231787.231233333
1726,186711.544233333
1727,174717.445033333
1728,188541.016533333
1729,170772.6936
1730,167189.121433333
1731,125139.061933333
1732,132360.687766667
1733,121434.6431
1734,128436.523866667
1735,130994.814066667
1736,120186.327066667
1737,338112.0634
1738,210871.331633333
1739,246450.677666667
1740,196906.241933333
1741,192274.2801
1742,168066.012633333
1743,171091.3576
1744,304686.266933333
1745,205049.957666667
1746,221734.8228
1747,209625.38
1748,212156.384166667
1749,158004.038333333
1750,142738.77
1751,232718.364833333
1752,124383.9926
1753,143762.152966667
1754,195078.829633333
1755,168470.284466667
1756,127993.7186
1757,119226.254433333
1758,152738.367033333
1759,161960.020866667
1760,162676.264633333
1761,158396.626666667
1762,171600.2336
1763,169801.4019
1764,118996.660033333
1765,166938.482866667
1766,171117.751733333
1767,200903.592933333
1768,138341.6795
1769,176606.573266667
1770,140741.165066667
1771,131551.531533333
1772,134477.207466667
1773,139297.1677
1774,132750.132666667
1775,130716.314466667
1776,123523.172833333
1777,111033.544704762
1778,128815.305166667
1779,130439.211366667
1780,189810.173433333
1781,128236.827733333
1782,97952.3738
1783,140893.639733333
1784,105589.744533333
1785,120114.325666667
1786,136481.734033333
1787,168959.228133333
1788,68046.6410666667
1789,106063.322366667
1790,91347.3332333333
1791,193822.286266667
1792,153299.875366667
1793,150182.771333333
1794,146345.001366667
1795,140992.422033333
1796,136755.298166667
1797,140629.979633333
1798,122047.610033333
1799,113445.818185714
1800,130463.180333333
1801,121761.9868
1802,141528.3356
1803,158435.413933333
1804,140733.742033333
1805,131986.957066667
1806,115912.945533333
1807,150069.587466667
1808,132685.954733333
1809,126504.5111
1810,143869.944866667
1811,111713.8176
1812,111993.4097
1813,123501.086233333
1814,100203.867233333
1815,74059.3124
1816,103839.667966667
1817,114419.7872
1818,143436.279466667
1819,118962.475133333
1820,73859.7921
1821,109658.619233333
1822,167147.621366667
1823,71380.4716
1824,136031.223933333
1825,134536.149433333
1826,111718.119533333
1827,113343.955466667
1828,128392.8058
1829,116543.930433333
1830,146918.092133333
1831,156833.592666667
1832,119709.613566667
1833,146982.285666667
1834,130356.759666667
1835,146482.724666667
1836,126675.508066667
1837,94882.9029666667
1838,134673.134933333
1839,94371.7466333334
1840,140806.434933333
1841,135410.724033333
1842,101544.349266667
1843,142267.312533333
1844,145080.412966667
1845,141711.708666667
1846,161516.280033333
1847,156723.183866667
1848,71188.4027333334
1849,118609.509766667
1850,125592.200033333
1851,155054.798233333
1852,126915.876966667
1853,123354.4365
1854,183571.951733333
